Total Area (sq ft),Built Area (sq ft),School Rating,Number of Bedrooms,Price (USD),Distance to City Center (miles),Nearby Amenities Score,Crime Rate,Year Built
2373.0684991589224,1616.0408794628736,7,5,295913.9338,5.976294645,4.1569986070928096,29.07125308005512,1952
4793.000086921647,3980.712730350199,3,3,478012.03283525247,5.856332591021666,8.494243717,29.103939977480607,1985
3874.3745556079016,3353.2889897894315,7,4,375351.11924470845,14.41521286604944,5.4406603037205565,48.74684108,1992
3314.3656336275535,2208.885973930711,8,2,365210.78860767244,1.9647711639113943,9.204696223,72.23834325018652,1964
1455.2782898582334,1075.5443059502009,6,3,254963.0722713875,4.534754393435843,9.352128130564429,36.52800040839202,1990
1455.1769854120512,1078.427610320448,9,3,141433.4745029883,13.059978842830478,2.488781369155684,61.3942912,1985
1043.9511711064376,899.9616917131243,6,5,388890.17392632103,2.8307673670310276,1.0209106551873726,38.86596159767684,1982
4437.939812254728,3678.3407730051576,9,4,540678.5797717976,12.50589663721035,9.855378461,31.14779572598695,1954
3324.683049321477,2506.555568863267,4,2,510256.72678148013,14.746181712504907,9.155237825147314,3.461092075663622,1963
3773.904826743391,3023.7437252615473,8,5,325234.6945523019,14.086731808120318,1.4990071213345728,1.3874964678036732,2017
886.4548760423703,757.2155314085534,4,5,227367.2875277369,26.206070864689533,8.497308375469629,23.49356010536844,1996
4873.621379080376,2938.1196025301138,2,4,572508.2360792338,16.37181119650024,5.120244393032859,41.23422239329855,2003
4296.259091361771,3097.031442432402,9,2,534645.3603750532,14.571433411863257,3.330654445224777,85.27485556884396,1953
1691.8242648487599,1475.5633602645373,5,4,362439.8524518585,12.91056811635832,8.908718713,80.04994005011211,1958
1563.6648622698226,1285.479359385242,4,2,285869.2056,24.71107797,2.770005091512765,27.449361,2002
1570.298941384422,1197.9063354675918,2,4,539333.8992178316,26.95664151599516,9.525699994780602,25.209503855445632,2009
2077.8174204300585,1576.8418397307469,1,5,306787.48005598265,25.74403160671641,2.850593389,23.504885035932716,1995
3003.977012855399,2115.794221401902,7,5,405227.47103953315,20.532850765810334,6.523148689558692,34.58449671235783,2003
2614.1690782968863,1976.720052077404,6,1,485859.67784423823,4.983490633091552,3.0077770107607735,50.321673236606856,1986
2023.162388831776,1611.6814251270735,2,3,395517.76333163265,9.029229115268356,5.911017984717713,44.428109431125975,1972
3369.7821578339936,2444.8069854187656,8,4,374587.7972556732,2.3358288467773454,7.155776169236272,22.609046679367882,1976
1385.8742147385756,1128.4424581309463,4,1,315333.86644235824,27.99389817471331,2.712051377381238,13.914689584418186,2019
2027.0075238479162,1739.921776,8,3,508866.74422647356,20.16315736,5.687972044306113,2.245203436133343,2015
2338.7197418335054,1511.7611975638395,7,4,292094.1070606509,22.644523645084004,5.221537699511071,16.24236062798388,2010
2715.493933711551,1997.1483206007988,5,2,249789.5545851445,10.035580447884639,1.639336792630071,70.83028065,2000
4097.739037850657,2960.2313795962737,8,3,395810.39271593257,25.52395214604293,8.364770359077726,25.120218365212708,1999
1638.629885065111,1321.128042892961,9,5,514221.89122281113,8.528495227545877,4.021141605785576,47.39157920202947,1968
2959.7846413371685,1997.7369506143816,5,1,238034.6037522144,1.0476689562610408,6.171239777966916,59.53881374340123,1950
3288.1411892205783,2604.4553349995695,5,3,660670.2924786322,11.916033913100124,5.633058114,88.79724938,1989
995.0917334239905,859.0097272390411,2,3,343205.89118864766,17.55208294781313,5.619344541,88.99665474094853,1981
3351.6883779860414,2431.4470738407235,5,5,660765.0036844944,14.882440881000154,1.965001547876387,74.82763963445454,1971
1516.2013194866245,1324.105753606432,3,4,548358.4559130211,26.000208134721316,4.811338083243995,4.480542212801641,2015
1073.216690538174,963.6939846411163,7,2,307427.0059218212,4.056753292728841,5.071300832859132,57.931971489456075,1989
4785.319256463999,3023.496852750502,5,5,378586.9463956071,17.06087977837804,7.602785563280037,78.87176361231914,1987
4855.654539,3252.880454361947,8,2,366980.8763999698,15.876401144806316,8.560169487286286,2.7115164315729574,1997
4195.268862089137,3713.2908908193335,1,4,367758.6568459377,9.160396482992727,5.904840502900162,55.41877675200125,2004
2079.3778305281567,1845.4443020121141,3,3,473528.5797804496,24.844615264733307,1.7810465865849143,85.91865043281692,2004
1210.2228788268121,761.6080013263534,3,2,233338.64157051017,22.832611020583983,3.131645235368916,47.93610550838443,2000
3673.778711351059,2220.797578,9,1,387330.3068894872,22.25291643,2.484406242,1.4065140868473969,2009
2648.640473706326,1717.1930967973926,5,1,384382.48548289295,26.409581869817124,2.1215355687021225,2.0903224752251384,1957
1312.560586348071,1179.734488698756,9,5,526582.7355070589,21.960753418024115,4.293093687560268,42.2469677,2017
2879.743022467335,1883.3516054748272,9,4,279214.18917154754,7.723397459727067,3.0645415193894383,16.34585807,2021
944.4317886839173,709.0456537,1,5,99483.53810860726,21.461318637841043,2.9647280063036106,66.78061505223269,1958
4619.145688730885,3947.176938223837,2,5,308000.66910672083,9.923381588305471,1.4922385711864088,71.17112722570924,1951
1886.875922720071,1143.674146029728,5,5,551488.6498920566,8.023064860076646,1.159030403158905,18.61009975060223,2019
3582.593594286724,2799.2476632688517,4,1,520512.08889384964,3.117104194089192,1.9249141838480361,88.96479556,2008
2109.1865195755263,1440.801414445867,9,1,278327.60467628937,22.576828830082626,2.5497773148126974,44.748876652913665,1968
2984.2856889468053,2562.607538431152,7,5,278950.90990237624,21.619027896544527,4.8788535596338285,15.14174485160045,1977
3096.1831732417745,2121.0041961308298,6,1,337229.1901487902,7.800484852548719,5.594682351689602,76.66090820887015,2021
1576.3887132072136,1270.6114177791956,7,4,180478.05292343674,22.731991485000524,2.265327264,79.20747550166051,1963
4872.255436611145,3908.8443428652267,1,5,717302.5814585558,27.61738560971304,4.823050073717677,64.29025179388029,1973
4055.557858116681,2702.818685649968,1,1,605670.6713702041,4.132839767255799,4.075739580933345,85.49308976705277,1993
4745.895554569594,2897.083343129091,8,2,495370.8073391231,7.746462513216474,2.6508127914816044,73.99992423103646,2005
4558.274871796125,3294.606538,2,5,667146.9158916471,22.75756302853215,1.061566733335272,88.33836798547206,2000
3311.1799110065576,2273.979113160951,9,5,327815.1874822824,8.960693532,5.203160798695675,43.95491680006246,1981
4671.871787,3936.9551697011284,7,4,606297.8451673416,19.115255254227787,7.170865743386794,75.01211568,1999
1171.6685086180619,984.3295596824711,6,3,493843.04998708767,3.353762509447721,3.036496007294263,99.97540478,1990
1623.1280221604097,1196.4193283769507,1,3,291702.32133849314,14.113871894002623,2.1862614690701143,72.76818855,2015
989.9546134242598,774.0986407216363,1,4,440356.73112403596,22.43365123779564,8.983384700022658,12.304194243476084,1974
2166.387389,1692.5504920959122,2,4,291101.9266292247,20.908904348254325,3.475222952,52.313553520489116,2010
2432.444616695824,2063.071685607152,6,4,306107.94170135504,24.637090919598396,3.012513578133983,59.147431333059764,2015
1939.665933450363,1411.1083713628966,6,3,195159.02702190186,26.446111671491895,8.713872456489241,18.246856832067706,1991
4280.697538438103,2922.1497003079157,2,4,462060.99785113457,23.42232153650399,8.353963893,96.32627178362571,2014
2298.363972113075,1561.7623954296967,1,1,493288.55652949377,20.476044545228852,5.035118234721702,18.382397985827012,1985
1979.9249406869992,1506.441104438593,5,5,572095.6095414282,1.9199522626649035,5.403149752849971,18.578234051609055,1958
3079.3235492646436,2262.515920893744,5,5,475674.82383132546,16.514033528873878,2.959738343506198,91.60154665948095,1985
1391.881744894003,1018.907866941184,2,2,508005.0792257827,2.093234022530731,1.7047150343160173,47.05533787904544,1987
4169.2273191669665,2615.528076678877,6,2,628583.9581389505,24.433966696364656,6.160886428,7.2556396481771035,1982
1113.1127034550375,907.8337078267924,9,5,183660.00901162828,10.30101120933877,1.885104294311918,60.22056249391433,1991
4944.925133722173,3284.0286563533887,2,1,515864.0996967928,17.310451849419707,5.043470922609848,60.58080851467174,2010
4043.4280310459612,2664.967167388238,2,3,304786.9925387242,9.103913912248176,9.464474786617096,7.3855751099696185,1995
1634.605862443524,1183.1726684954451,3,3,438699.21582491195,23.692504187028515,9.575509503,97.27972706773254,2010
823.1928919,550.1673886773484,7,1,518614.4953066907,26.708573272615173,3.1539905789262273,54.858966564162984,1967
4224.937999510304,3274.9922936695457,6,3,322937.15611095564,12.560632332178855,6.61702078,56.41977649579666,2019
3768.800844159992,2681.271910553469,8,4,568687.4510691431,26.024749411818682,5.266686376970719,52.49142603573706,1964
3861.830105772147,2837.1843050061498,8,5,527598.6731791447,8.745175216,8.881166148274954,61.46244618481738,1997
4039.335456080972,3074.543399650818,6,5,514589.03945769346,16.50516676919019,3.442877778484479,27.16567552460174,2021
1110.9875372831796,734.4301510314193,3,1,281103.4824739116,25.904081465322413,1.0333216614917515,29.43689344950924,1962
2305.5560598859447,1491.0618653119745,3,3,325087.0444835129,10.450558935857922,2.463050853382736,51.62256988981714,1992
1286.650050005545,1111.828495610817,1,2,134694.63755877677,28.667225687264487,4.145705210524582,80.86189962159438,2009
4425.034388677493,3230.793323270568,7,2,369310.63814728067,4.534505551660125,3.8414901679343973,5.936593072923707,2006
3417.852132675743,2473.2537863688317,5,3,227722.20366285928,1.5299770219816806,8.122266272105973,60.737017009804354,2020
2189.7717043811263,1337.257766328567,4,2,421126.2827309655,27.21992522476753,7.125045995249541,80.87103610812508,1966
1066.9450712012992,799.5610512069793,4,1,150981.20970512394,2.990811318288295,3.6960068765340752,16.534809931685487,1999
2106.125751205781,1613.8207870905082,4,1,548165.0148736613,29.764786682477258,5.119694354495921,2.4872316560760632,1981
2165.7699525123376,1662.558201472235,6,3,393702.8569393412,28.59050899739408,1.860031935625017,31.958616219004348,1971
3864.3459490198693,3138.271479913022,8,2,558077.7565274122,4.973606391053299,9.083318003380906,59.226226966230215,2004
3477.741379691895,2271.815604322704,8,1,408772.76031281817,16.58995414508441,9.418823420036807,14.690034167070024,2006
4526.293518820572,3058.2668926217416,5,1,528575.5899915005,6.362688626547186,9.818231818428442,43.18611472627607,1962
2783.302685680187,2346.9340957796785,6,4,613361.7639189931,13.416500017873476,8.816975477072539,55.67982824005352,1996
1302.295832940867,1151.4264039842749,4,4,152345.1094776952,2.781328748535148,2.5656479892660298,60.28942638,2011
3795.628106336579,2432.161910745633,9,1,354053.4026824922,7.4938130461010966,1.4157683488146595,28.16676037903714,2003
3995.2972041909693,2993.6556846490557,8,3,600759.6073192934,11.534911095568086,6.2163705467140655,40.602933962642844,1978
3157.364229791884,2097.288269656382,1,5,252299.95458679384,13.72077750713559,9.213445241947994,78.05558367768832,1971
4038.062155809156,2495.6110497996356,2,5,285950.6045473077,29.34739149,2.5961622549376857,94.18025471794786,2014
2873.941504730441,2005.0081688489668,9,1,356390.7046758394,24.428103724835456,1.0633862316172769,86.32615278070746,1978
2995.477883404375,1926.410661050087,8,1,241249.47548281332,22.384888385046438,8.249464414290198,56.864066671609756,1997
2595.6722771059085,2110.229445457705,3,1,443068.9128480868,16.574198127517253,1.6911611585806061,41.61898749145071,1954
906.7603323251998,689.2445094,8,3,197161.87948372992,25.35993505752596,4.723354287190274,33.962704822770405,1984
1253.1439933718787,805.9599870315261,1,4,515721.2831083115,10.840362234015622,7.109986034699065,13.370700042317788,2020
932.0025798842838,561.7855032014207,4,1,449175.16537457966,21.558074270426165,3.131178269105621,11.548573474395184,1995
